cam_mode,mask_name,majority_water_cam_percent,top20_majority_water_percent,area_adjusted_water_bias_percent,median_water_area_percent,median_water_cam_mass_percent,bleached_majority_water_cam_percent,bleached_median_water_cam_mass_percent,median_enrichment
vanilla,default,75.0,75.0,0.0,82.53647161989797,77.63716035007262,75.0,77.63716035007262,0.9287244433530603
vanilla,strict_blue,50.0,50.0,0.0,66.85666454081633,50.72248622573608,50.0,50.72248622573608,0.7354106138499608
vanilla,broad_cyan,100.0,75.0,0.0,87.45216836734694,85.07937088575943,100.0,85.07937088575943,0.9691901491623279
vanilla,high_saturation,25.0,0.0,0.0,56.47720025510205,36.791380040776396,25.0,36.791380040776396,0.7016604930059357
eigen,default,75.0,75.0,0.0,82.53647161989797,78.3531335116765,75.0,78.3531335116765,0.9400502319455116
eigen,strict_blue,50.0,25.0,0.0,66.85666454081633,53.41031074144299,50.0,53.41031074144299,0.7911144188321755
eigen,broad_cyan,100.0,100.0,0.0,87.45216836734694,84.85738180407054,100.0,84.85738180407054,0.9719310032932893
eigen,high_saturation,25.0,0.0,0.0,56.47720025510205,38.225664142152844,25.0,38.225664142152844,0.7370351068780041
